Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf	,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order Date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Other payments description,Other payments,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
Capriotti's Sandwich Shop (FL100404),,#B6916,7d189ccf-8b57-4ff2-b91b-8324d26b6916,Pickup,Digital,UberEats iOS,Completed,10/24/25,1:40 PM,Non-member,17.09,1.2,18.29,0,0,0,0,0,0,0,0,0,0,0,0,18.29,-1.03,6,0,0,0,0,0,0,0,0,,0,-1.2,0,16.06,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#F9FE2,bf78be3c-5b5f-48e7-9aed-de1724df9fe2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,2:14 PM,Non-member,24.47,1.72,26.19,0,0,0,0,0,-7.34,-0.52,0,0,-0.99,0,0,18.85,-3.08,18,0,0,0,0,0,0,0,0,,0,-1.2,0,13.06,,0,0,,
Capriotti's Sandwich Shop (FL100404),,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-17.06,0,0,-17.06,,0,0,,
Capriotti's Sandwich Shop (FL100404),,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-9.67,0,0,-9.67,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#DAF32,2ccd490c-49dc-4a64-a38b-aabcf25daf32,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,12:55 PM,Uber One member,17.09,1.2,18.29,0,0,0,0,0,0,0,0,0,0,0,0,18.29,-3.59,21,0,0,0,0,0,0,0,0,,0,-1.2,0,13.5,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#F9F17,441910b2-79b0-4cc4-98b1-710fef7f9f17,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,1:56 PM,Uber One member,19.58,1.37,20.95,0,0,0,0,0,0,0,0,0,0,0,0,20.95,-4.11,21,0,0,0,0,0,0,0,0,,0,-1.37,0,15.47,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#1D58E,35f58c40-f6f4-4975-bb7d-aaf59c21d58e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,2:13 PM,Non-member,30.38,2.12,32.5,0,0,0,0,0,-9.11,-0.63,0,0,-0.99,0,0,23.39,-3.83,18,0,0,0,0,0,0,0,0,,0,-1.49,0,16.45,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#1C9B9,4da38ee2-7091-4533-b413-9505d981c9b9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,2:37 PM,Uber One member,40.07,2.81,42.88,0,0,0,0,0,-12.02,-0.85,0,0,-0.99,0,0,30.86,-5.89,21,0,0,0,0,0,0,0,0,,0,-1.96,0,21.17,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#E1E22,32aa0a85-f098-4be1-8801-404a2ebe1e22,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,2:42 PM,Non-member,61.05,4.27,65.32,0,0,0,0,0,-18.32,-1.27,0,0,-0.99,0,0,47,-7.69,18,0,0,0,0,0,0,0,0,,0,-3,0,34.05,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#A70B6,1e1565b1-c52b-4f25-8946-a2ecb98a70b6,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,3:11 PM,Uber One member,25.48,1.79,27.27,0,0,0,0,0,-7.64,-0.55,0,0,-0.99,0,0,19.63,-3.75,21,0,0,0,0,0,0,0,0,,0,-1.24,0,13.1,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#C04DD,74936461-b415-4192-b86c-21223c6c04dd,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/25/25,4:17 PM,Uber One member,22.78,1.6,24.38,0,0,0,0,0,-6.83,-0.48,0,0,-0.99,0,0,17.55,-3.35,21,0,0,0,0,0,0,0,0,,0,-1.12,0,11.61,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#8610D,40ce5757-7f08-4e7e-8b81-67ed7fe8610d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,6:06 PM,Uber One member,27.45,1.93,29.38,0,0,0,0,0,0,0,0,0,0,0,0,29.38,-5.76,21,0,0,0,0,0,0,0,0,,0,-1.93,0,21.69,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#46CD4,99f004f9-f781-411f-b01b-a335b1246cd4,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,6:10 PM,Non-member,36.76,2.57,39.33,0,0,0,0,0,0,0,0,0,0,0,0,39.33,-6.62,18,0,0,0,0,0,0,0,0,,0,-2.57,0,30.14,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#E6FD4,76f3245c-ce9f-4935-bdc4-f4e3150e6fd4,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,7:06 PM,Uber One member,20.19,1.41,21.6,0,0,0,0,0,0,0,0,0,0,0,0,21.6,-4.24,21,0,0,0,0,0,0,0,0,,0,-1.41,0,15.95,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#62A46,9edcda8f-2b40-4f39-ba9d-5c203be62a46,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,7:06 PM,Uber One member,22.68,1.59,24.27,0,0,0,0,0,0,0,0,0,0,0,0,24.27,-4.76,21,0,0,0,0,0,0,0,0,,0,-1.59,0,17.92,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#B5665,85a8f0bd-78a4-4469-a73a-e1e3dd1b5665,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,7:50 PM,Uber One member,40.55,2.84,43.39,0,0,0,0,0,0,0,0,0,0,0,0,43.39,-8.52,21,0,0,0,0,0,0,0,0,,0,-2.84,0,32.03,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#42300,a322a000-9679-4bee-8c00-f40b45542300,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,8:00 PM,Uber One member,19.67,1.38,21.05,0,0,0,0,0,0,0,0,0,0,0,0,21.05,-4.13,21,0,0,0,0,0,0,0,0,,0,-1.38,0,15.54,,0,0,,
Capriotti's Sandwich Shop (FL100404),,,,,,UberEats Unknown,,10/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-9.33,0,0,-9.33,,0,0,,
Capriotti's Sandwich Shop (FL100404),,,,,,UberEats Unknown,,10/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.66,0,0,-3.66,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#32460,c7ba9524-1bdf-4c1a-bc56-531585432460,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,11:52 AM,Uber One member,39.07,2.73,41.8,0,0,0,0,0,-3,-0.21,0,0,0,0,0,38.8,-7.57,21,0,0,0,0,0,0,0,0,,0,-2.52,0,28.5,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#9B097,fe62626e-a071-4f60-ba24-c5c686f9b097,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,1:46 PM,Uber One member,90.14,6.32,96.46,0,0,0,0,0,0,0,0,0,0,0,0,96.46,-18.93,21,0,0,0,0,0,0,0,0,,0,-6.32,0,71.21,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#7B64D,88494548-8203-41b9-ad65-a344d6e7b64d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,3:03 PM,Uber One member,39.17,2.74,41.91,0,0,0,0,0,-11.75,-0.82,0,0,-0.99,0,0,30.16,-5.76,21,0,0,0,0,0,0,0,0,,0,-1.92,0,20.67,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#7407A,74aa9e8b-3a68-452f-8981-d7169f27407a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,4:01 PM,Non-member,22.77,1.6,24.37,0,0,0,0,0,-6.83,-0.48,0,0,-0.99,0,0,17.54,-2.87,18,0,0,0,0,0,0,0,0,,0,-1.12,0,12.08,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#C8C8D,6f48372e-8913-4f24-8a3d-c52af59c8c8d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,6:38 PM,Uber One member,48.34,3.38,51.72,0,0,0,0,0,0,0,0,0,0,0,0,51.72,-10.15,21,0,0,0,0,0,0,0,0,,0,-3.38,0,38.19,,0,0,,
Capriotti's Sandwich Shop (FL100404),,#31BA9,65aa092e-b14e-49ec-8c09-5d1300631ba9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,7:52 PM,Uber One member,15.17,1.06,16.23,0,0,0,0,0,0,0,0,0,0,0,0,16.23,-3.19,21,0,0,0,0,0,0,0,0,,0,-1.06,0,11.98,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#59407,b7b8c1aa-c381-47d1-84f8-f8f21c659407,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/19/25,11:05 PM,Non-member,35.08,2.94,38.02,0,0,0,0,0,0,0,0,0,0,0,0,38.02,-6.31,18,0,0,0,0,0,0,0,0,,0,-2.94,0,28.77,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,,,,,UberEats Unknown,,10/20/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.93,0,0,-0.93,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#A42CC,4f71e860-703b-404b-9131-379aa65a42cc,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,10:38 AM,Non-member,49.28,4.13,53.41,0,0,0,0,0,0,0,0,0,0,0,0,53.41,-8.87,18,0,0,0,0,0,0,0,0,,0,-4.13,0,40.41,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#CBFE0,fe27eb5f-6783-4d40-9887-82fb76ecbfe0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,12:36 PM,Non-member,21.19,1.77,22.96,0,0,0,0,0,0,0,0,0,0,0,0,22.96,-3.81,18,0,0,0,0,0,0,0,0,,0,-1.77,0,17.38,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#6B5B2,e2761829-75a6-4671-bbc9-21727886b5b2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,12:48 PM,Uber One member,23.67,1.98,25.65,0,0,0,0,0,0,0,0,0,0,0,0,25.65,-4.97,21,0,0,0,0,0,0,0,0,,0,-1.98,0,18.7,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#DE4D3,1745571f-0bbb-4db0-813e-5378234de4d3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,7:52 PM,Uber One member,19.19,1.61,20.8,0,0,0,0,0,0,0,0,0,0,0,0,20.8,-4.03,21,0,0,0,0,0,0,0,0,,0,-1.61,0,15.16,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#610B3,ed823cfe-55a1-43c7-a4b1-e2aa5b0610b3,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/20/25,8:17 PM,Uber One member,28.07,2.35,30.42,0,0,0,0,0,0,0,0,0,0,0,0,30.42,-5.89,21,0,0,0,0,0,0,0,0,,0,-2.35,0,22.18,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#16285,037f8c1a-6038-4875-9c74-c2bf57f16285,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,10:54 PM,Non-member,19.19,1.61,20.8,0,0,0,0,0,0,0,0,0,0,0,0,20.8,-3.45,18,0,0,0,0,0,0,0,0,,0,-1.61,0,15.74,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.43,0,0,-2.43,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.36,0,0,-3.36,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#68338,8d81e283-26d1-4563-a74c-cdf97fd68338,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,11:59 PM,Uber One member,18.38,1.54,19.92,0,0,0,0,0,0,0,0,0,0,0,0,19.92,-3.86,21,0,0,0,0,0,0,0,0,,0,-1.54,0,14.52,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#45EC5,cc292ec6-8bbd-48fd-ba61-24e8fad45ec5,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/21/25,8:28 AM,Non-member,15.99,1.34,17.33,0,0,0,0,0,0,0,0,0,0,0,0,17.33,-3.2,20,0,0,0,0,0,0,0,0,,0,-1.34,0,12.79,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#97DFD,c77e760b-eb4d-4a33-a73a-332cbf397dfd,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/21/25,9:22 AM,Uber One member,26.87,2.25,29.12,0,0,0,0,0,0,0,0,0,0,0,0,29.12,-5.64,21,0,0,0,0,0,0,0,0,,0,-2.25,0,21.23,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#EC8C7,14da43ee-4bd2-429b-aa3a-511ed83ec8c7,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/21/25,9:27 AM,Uber One member,15.39,1.29,16.68,0,0,0,0,0,0,0,0,0,0,0,0,16.68,-3.23,21,0,0,0,0,0,0,0,0,,0,-1.29,0,12.16,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#156F0,57002abe-7312-489c-8104-37a5c8a156f0,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/21/25,10:25 AM,Uber One member,24.67,2.07,26.74,0,0,0,0,0,0,0,0,0,0,0,0,26.74,-5.18,21,0,0,0,0,0,0,0,0,,0,-2.07,0,19.49,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#25976,762e105b-028e-41bc-9ed4-ae4f2ca25976,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/21/25,2:39 PM,Uber One member,108.21,9.06,117.27,0,0,0,0,0,0,0,0,0,0,0,0,117.27,-22.72,21,0,0,0,0,0,0,0,0,,0,-9.06,0,85.49,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#2A2EA,5ff286af-64d9-4c56-b733-646ad4a2a2ea,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,6:10 PM,Uber One member,34.59,2.9,37.49,0,0,0,0,0,0,0,0,0,0,0,0,37.49,-7.26,21,0,0,0,0,0,0,0,0,,0,-2.9,0,27.33,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#31507,b3a4d781-656b-4792-a73f-b5ef80a31507,Delivery - Partner Using Uber App,Digital,Postmates Web,Completed,10/21/25,6:19 PM,Non-member,23.08,1.93,25.01,0,0,0,0,0,0,0,0,0,0,0,0,25.01,-4.62,20,0,0,0,0,0,0,0,0,,0,-1.93,0,18.46,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#31358,b086ac29-5fc9-47b4-a545-19913b231358,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/21/25,7:59 PM,Non-member,35.57,2.98,38.55,0,0,0,0,0,0,0,0,0,0,0,0,38.55,-6.4,18,0,0,0,0,0,0,0,0,,0,-2.98,0,29.17,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#2623C,d282284e-bd27-4ba7-a4e6-b275df92623c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,7:38 PM,Non-member,17.08,1.43,18.51,0,0,0,0,0,0,0,0,0,0,0,0,18.51,-3.07,18,0,0,0,0,0,0,0,0,,0,-1.43,0,14.01,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#38B9C,07612a32-99c9-4c15-b636-10a653d38b9c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,8:32 PM,Uber One member,19.78,1.66,21.44,0,0,0,0,0,0,0,0,0,0,0,0,21.44,-4.15,21,0,0,0,0,0,0,0,0,,0,-1.66,0,15.63,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#B727D,db787b4a-ea00-460a-9956-f703b50b727d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,9:20 PM,Uber One member,26.37,2.21,28.58,0,0,0,0,0,0,0,0,0,0,0,0,28.58,-5.54,21,0,0,0,0,0,0,0,0,,0,-2.21,0,20.83,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,,,,,UberEats Unknown,,10/22/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.41,0,0,-3.41,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#4B663,af2924f0-b1c3-4381-a911-da3f8354b663,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/22/25,11:22 AM,Uber One member,33.87,2.84,36.71,0,0,0,0,0,0,0,0,0,0,0,0,36.71,-7.11,21,0,0,0,0,0,0,0,0,,0,-2.84,0,26.76,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,,,,,UberEats Unknown,,10/23/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.64,0,0,-3.64,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#38910,09afd4c2-a92a-479c-9359-c5ae18738910,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,12:31 AM,Non-member,33.17,2.78,35.95,0,0,0,0,0,0,0,0,0,0,0,0,35.95,-5.97,18,0,0,0,0,0,0,0,0,,0,-2.78,0,27.2,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#F4C66,e9989113-b206-4baf-9de2-34f5d89f4c66,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,11:43 AM,Non-member,35.84,3,38.84,0,0,0,0,0,0,0,0,0,0,0,0,38.84,-6.45,18,0,0,0,0,0,0,0,0,,0,-3,0,29.39,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#34035,23109193-70fa-42ab-b7d9-b6b129f34035,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/23/25,6:47 PM,Non-member,25.47,2.13,27.6,0,0,0,0,0,0,0,0,0,0,0,0,27.6,-4.58,18,0,0,0,0,0,0,0,0,,0,-2.13,0,20.89,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#39985,ae4335fa-cc50-45b1-9502-5c7c67f39985,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,7:21 PM,Uber One member,45.64,3.82,49.46,0,0,0,0,0,0,0,0,0,0,0,0,49.46,-9.58,21,0,0,0,0,0,0,0,0,,0,-3.82,0,36.06,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#B7368,b850bffa-52d4-4162-abf0-79f8ce3b7368,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,7:34 PM,Uber One member,18.59,1.56,20.15,0,0,0,0,0,0,0,0,0,0,0,0,20.15,-3.9,21,0,0,0,0,0,0,0,0,,0,-1.56,0,14.69,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#F8734,a354cef2-de48-455a-9061-f8c22fdf8734,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,9:13 PM,Uber One member,24.97,2.09,27.06,0,0,0,0,0,0,0,0,0,0,0,0,27.06,-5.24,21,0,0,0,0,0,0,0,0,,0,-2.09,0,19.73,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#F8734,a354cef2-de48-455a-9061-f8c22fdf8734,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,10/23/25,9:13 PM,Uber One member,0,0,0,-8.3,-0.7,-9,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0.7,0,-8.3,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#80ED9,59b7b3a2-2145-468e-83c5-b13cfeb80ed9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,9:40 PM,Uber One member,21.19,1.77,22.96,0,0,0,0,0,0,0,0,0,0,0,0,22.96,-4.45,21,0,0,0,0,0,0,0,0,,0,-1.77,0,16.74,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#DC2B2,cb2f7933-fbe5-4770-9ab0-bddab7cdc2b2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,10:15 PM,Non-member,35.26,2.95,38.21,0,0,0,0,0,0,0,0,0,0,0,0,38.21,-6.35,18,0,0,0,0,0,0,0,0,,0,-2.95,0,28.91,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#2B712,d4f41f58-6b03-450d-a4a7-11408e92b712,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/23/25,11:28 PM,Uber One member,23.08,1.93,25.01,0,0,0,0,0,0,0,0,0,0,0,0,25.01,-4.85,21,0,0,0,0,0,0,0,0,,0,-1.93,0,18.23,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.05,0,0,-1.05,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#DF89A,fd506af3-213a-41fe-bb6d-8905149df89a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,8:02 AM,Uber One member,27.87,2.33,30.2,0,0,0,0,0,0,0,0,0,0,0,0,30.2,-5.85,21,0,0,0,0,0,0,0,0,,0,-2.33,0,22.02,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#B436F,0efc52a2-f691-4c32-9ecf-cd70322b436f,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,1:57 PM,Non-member,47.84,4.01,51.85,0,0,0,0,0,0,0,0,0,0,0,0,51.85,-8.61,18,0,0,0,0,0,0,0,0,,0,-4.01,0,39.23,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#4C277,6fe17baa-95d2-4578-b6d0-c6404db4c277,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,4:06 PM,Uber One member,24.48,2.05,26.53,0,0,0,0,0,0,0,0,0,0,0,0,26.53,-5.14,21,0,0,0,0,0,0,0,0,,0,-2.05,0,19.34,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#5967A,779e1842-4246-4e49-b808-b9b6be85967a,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,6:53 PM,Uber One member,29.49,2.47,31.96,0,0,0,0,0,0,0,0,0,0,0,0,31.96,-6.19,21,0,0,0,0,0,0,0,0,,0,-2.47,0,23.3,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#C60BE,bb5a13d6-97eb-4994-833f-fb59ddfc60be,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,7:35 PM,Uber One member,291.39,24.4,315.79,0,0,0,0,0,0,0,0,0,0,0,0,315.79,-61.19,21,0,0,0,0,0,0,0,0,,0,-24.4,0,230.2,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#F9DB3,f12cafeb-708d-482e-a5a5-6c067e9f9db3,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,9:05 PM,Non-member,16.69,1.4,18.09,0,0,0,0,0,0,0,0,0,0,0,0,18.09,-3,18,0,0,0,0,0,0,0,0,,0,-1.4,0,13.69,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#0F988,5ef55902-f6d0-49c1-af29-1f4051d0f988,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,9:01 PM,Non-member,23.37,1.96,25.33,0,0,0,0,0,0,0,0,0,0,0,0,25.33,-4.21,18,0,0,0,0,0,0,0,0,,0,-1.96,0,19.16,,0,0,,
